adjacent_lower_tolerance,adjacent_upper_tolerance,breakout_anchor_difference,detection_shift,invalidation_anchor_difference,lineage_class,lower_first_detected_index,lower_lifecycle_ordinal,lower_terminal_index,lower_tolerance,market,root_swing_identity_sha256,symbol,terminal_shift,upper_first_detected_index,upper_lifecycle_ordinal,upper_terminal_index,upper_tolerance
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1609,3,1612,0.03,US,sha256:1b98c7a48ba3788f24f630a73481b0bb737b2ec481ddfc47a02c06bad7792a07,BKNG,0,1609,5,1612,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1653,4,1653,0.03,US,sha256:ddf59ae2b1c20902ad663e3b0e4c94b7ff0efcded41d33a8e732925e7e6304e4,BKNG,0,1653,6,1653,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1701,5,1706,0.03,US,sha256:65aab90810b8338d8e1b2ca667b1db946275245810bd829bb7df1df17e4d141b,BKNG,0,1701,7,1706,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,2215,6,2216,0.03,US,sha256:e27990e45b355ab7673b2834cbbaaaedcf0cc6f51d1e14af3c2c59bd68e79cd7,BKNG,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2416,7,2416,0.03,US,sha256:09258f7c417ec807f9ca0e6cb9dfbb3091db747ddd49e6c7d3d86eeebd734b19,BKNG,0,2416,9,2416,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:75ee2bbb279ec5e0763fa10a0fce051a8d2fa17861dc635d9943719a91e0ba2c,BKNG,,191,1,191,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:ce7e7915de26a41c768ccecd968daab83820ab3d350ced03f3e1bedd7fa3e244,BKNG,,968,4,970,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:07d8f731bc5d25b5f8cd4786ddd17b8e9d620b6f88770944ce5d03e8e5ff2d01,BKNG,,2196,8,2202,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,191,1,191,0.04,US,sha256:75ee2bbb279ec5e0763fa10a0fce051a8d2fa17861dc635d9943719a91e0ba2c,BKNG,0,191,1,191,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,404,2,405,0.04,US,sha256:958f71e0a091d6095e1d8979df9d522e6efd148e53b577eea6a100971eb266a3,BKNG,0,404,4,405,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,859,3,859,0.04,US,sha256:f485d1daad6c881650e38e0f02d101bbe36a182eeba04985f1e98c1259bafe14,BKNG,0,859,6,859,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,968,4,970,0.04,US,sha256:ce7e7915de26a41c768ccecd968daab83820ab3d350ced03f3e1bedd7fa3e244,BKNG,0,968,7,970,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1609,5,1612,0.04,US,sha256:1b98c7a48ba3788f24f630a73481b0bb737b2ec481ddfc47a02c06bad7792a07,BKNG,0,1609,9,1612,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,1653,6,1653,0.04,US,sha256:ddf59ae2b1c20902ad663e3b0e4c94b7ff0efcded41d33a8e732925e7e6304e4,BKNG,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1701,7,1706,0.04,US,sha256:65aab90810b8338d8e1b2ca667b1db946275245810bd829bb7df1df17e4d141b,BKNG,0,1701,11,1706,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2196,8,2202,0.04,US,sha256:07d8f731bc5d25b5f8cd4786ddd17b8e9d620b6f88770944ce5d03e8e5ff2d01,BKNG,0,2196,12,2202,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2416,9,2416,0.04,US,sha256:09258f7c417ec807f9ca0e6cb9dfbb3091db747ddd49e6c7d3d86eeebd734b19,BKNG,0,2416,13,2416,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:bffcbabaa18ebb0acdaf5ab0140f8ac7ef275e015776252d89a06605ed6ee783,BKNG,,213,2,214,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:42c7298e99404b6991100e713ecc134f11092ea65eb3d4fdd338420b6dd4b1ed,BKNG,,354,3,373,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:9fbfd1397f66651552ae7daf5cd65bf62fc42ada03267b271950a4cc40ac5ccb,BKNG,,457,5,475,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:552f5e03b9302df055ca647d9e70f5a256d7d6a94972b55f52c4ad6f2d711d6a,BKNG,,1128,8,1141,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:d7a7a3d5716785d347b6bc025ad152f26a883e4caad7c87407fe9c7945dbf6ce,BKNG,,1629,10,1640,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,36,1,36,0.03,US,sha256:8bca071a55313f469df8addb22c6a7d531a980925969ca43422b03792b89f987,BLDR,0,36,1,36,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1040,2,1045,0.03,US,sha256:3a74cfa61733a70b790df8bef10fca098e15c701fef1429cf960d131756e8714,BLDR,0,1040,3,1045,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1475,3,1476,0.03,US,sha256:e37ee30c8a9bd49ae90b9743869394c83c1394f468f9b54d996e80cac84161ec,BLDR,0,1475,4,1476,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1975,4,1976,0.03,US,sha256:6aff27f83f5582bb854576c3a032057bbf90584fccbd523d613a63752384f63f,BLDR,0,1975,5,1976,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2126,5,2134,0.03,US,sha256:3046473d3776d047f269534a563863d75ca31361e56a9113440579869de11c02,BLDR,0,2126,6,2134,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2169,6,2171,0.03,US,sha256:dfd5491db8db6e92dfd34b8a54cb691db5b57ec5449a3f38544e1d8b96dac8de,BLDR,0,2169,7,2171,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:344293b881e9c930329fb9fb733d1e66204bd973ee9d1221f2767cbd61ff20fd,BLDR,,87,2,93,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,36,1,36,0.04,US,sha256:8bca071a55313f469df8addb22c6a7d531a980925969ca43422b03792b89f987,BLDR,0,36,1,36,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,87,2,93,0.04,US,sha256:344293b881e9c930329fb9fb733d1e66204bd973ee9d1221f2767cbd61ff20fd,BLDR,0,87,2,93,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1040,3,1045,0.04,US,sha256:3a74cfa61733a70b790df8bef10fca098e15c701fef1429cf960d131756e8714,BLDR,0,1040,3,1045,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1475,4,1476,0.04,US,sha256:e37ee30c8a9bd49ae90b9743869394c83c1394f468f9b54d996e80cac84161ec,BLDR,0,1475,5,1476,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1975,5,1976,0.04,US,sha256:6aff27f83f5582bb854576c3a032057bbf90584fccbd523d613a63752384f63f,BLDR,0,1975,6,1976,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2126,6,2134,0.04,US,sha256:3046473d3776d047f269534a563863d75ca31361e56a9113440579869de11c02,BLDR,0,2126,7,2134,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2169,7,2171,0.04,US,sha256:dfd5491db8db6e92dfd34b8a54cb691db5b57ec5449a3f38544e1d8b96dac8de,BLDR,0,2169,8,2171,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:6af7f7f0fcdb578344a11bd82386e66cf29d6fbab5d445430dd697e544b8bbb7,BLDR,,1154,4,1154,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,52,1,53,0.03,US,sha256:cb8e86cf0262abe36f941d5c64b9ea97d53d440f4e79668636d7313e6c1e6340,CIFR,0,52,1,53,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,79,2,91,0.03,US,sha256:c5832c12b0061d7bab9f4ac0202f94c3174b980872a806a7975f123d5120303c,CIFR,0,79,2,91,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,380,3,380,0.03,US,sha256:ce597fcfea4a330f6b361f32285e463d3962995b4158373e879ad742fd9fa84f,CIFR,0,380,4,380,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:bfff83346dc8729754b21fc5ded5b500dc96c8e8082a268492f45881e499d9a4,CIFR,,102,3,102,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,52,1,53,0.04,US,sha256:cb8e86cf0262abe36f941d5c64b9ea97d53d440f4e79668636d7313e6c1e6340,CIFR,0,52,1,53,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,79,2,91,0.04,US,sha256:c5832c12b0061d7bab9f4ac0202f94c3174b980872a806a7975f123d5120303c,CIFR,0,79,2,91,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,102,3,102,0.04,US,sha256:bfff83346dc8729754b21fc5ded5b500dc96c8e8082a268492f45881e499d9a4,CIFR,0,102,3,102,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,380,4,380,0.04,US,sha256:ce597fcfea4a330f6b361f32285e463d3962995b4158373e879ad742fd9fa84f,CIFR,0,380,4,380,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:fc7e9e8436e256e0b066dae0b85985478d4aa8a7c221393d4caf36edbae8e70a,CIFR,,557,5,562,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:6d6f05266f79697d12011461c3deee969eab149d1cf999cd931435fea94bf4be,COIN,,83,1,83,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:f7afc43f2e2036ee8de92b4b8954969cff950e13ff8b5b3405a1467f17ac13f4,COIN,,621,2,640,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,784,1,785,0.03,US,sha256:7416f138722d5407bd2f2da3a6d9b2733260f33f43b15255c008cef574bfa5b1,DBX,0,784,1,785,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,993,2,994,0.03,US,sha256:0e06df57627d8f1a568bf60fc930bd1db61d180b045985a121754b018cbca2e5,DBX,0,993,2,994,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1211,3,1224,0.03,US,sha256:b8a757096d7255f5af881e3d0ce22559a3cb92ddaba54474e4517f7e0d91878e,DBX,0,1211,4,1224,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1385,4,1433,0.03,US,sha256:f5ea002674d1d28bdea5a88448df74c9edb80e22ddd24dadd97931659696638c,DBX,0,1385,5,1433,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:2185ce84f0493dc4e16a4d84af94a2793deb7b55bd4515c87983a4009f6712d3,DBX,,1080,3,1098,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:636f22ead539deea6c34f194de35d315f53b900213ee589264ddd8cd55578624,DBX,,1539,6,1556,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:74f9b9df0953ef201b6a95579940c8364db5cb44c03eff0ddf1b83d7ecbbe304,DBX,,2040,7,2041,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,784,1,785,0.04,US,sha256:7416f138722d5407bd2f2da3a6d9b2733260f33f43b15255c008cef574bfa5b1,DBX,0,784,1,785,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,993,2,994,0.04,US,sha256:0e06df57627d8f1a568bf60fc930bd1db61d180b045985a121754b018cbca2e5,DBX,0,993,2,994,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1080,3,1098,0.04,US,sha256:2185ce84f0493dc4e16a4d84af94a2793deb7b55bd4515c87983a4009f6712d3,DBX,0,1080,3,1098,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1211,4,1224,0.04,US,sha256:b8a757096d7255f5af881e3d0ce22559a3cb92ddaba54474e4517f7e0d91878e,DBX,0,1211,4,1224,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1385,5,1433,0.04,US,sha256:f5ea002674d1d28bdea5a88448df74c9edb80e22ddd24dadd97931659696638c,DBX,0,1385,6,1433,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1539,6,1556,0.04,US,sha256:636f22ead539deea6c34f194de35d315f53b900213ee589264ddd8cd55578624,DBX,0,1539,7,1556,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2040,7,2041,0.04,US,sha256:74f9b9df0953ef201b6a95579940c8364db5cb44c03eff0ddf1b83d7ecbbe304,DBX,0,2040,8,2041,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:c86f5724476dd1f4d8ade1839e422d7614eab679ff59959dffc1d015eafeda7f,DBX,,1299,5,1299,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,44,1,76,0.03,US,sha256:1267a13616a6405cfca020bfe718b3d28eb36f85ff6fae54c438be1f9b652b7c,LIN,0,44,1,76,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,479,2,486,0.03,US,sha256:85f305d85b8f0635344fa0558e86ddb1f3fa4ee54f21e41b454e06fed5f1399c,LIN,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1054,3,1054,0.03,US,sha256:00d3682d9c4a47ee1cf4244a1aadc27a85d77a0c90e2f921832c96259f411612,LIN,0,1054,3,1054,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1134,4,1151,0.03,US,sha256:b3b536d363a35ead92915150fb11ac2ff4bf305aee4225de29bc2161dd16f7d3,LIN,0,1134,4,1151,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1348,5,1349,0.03,US,sha256:8d996925e8ae12d27f8f937e14a24530b5555d5dd8bbeeb7fec0078d483fa6b1,LIN,0,1348,5,1349,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1511,6,1512,0.03,US,sha256:e812413a90df6ccdc802de8169544b384d4dea0567f5e9725ef4e03682b5bad1,LIN,0,1511,6,1512,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1980,7,1981,0.03,US,sha256:9cfe52fd2958f66985832380d44b20801e41d5f6623b64ef0e45ab8404f4b906,LIN,0,1980,7,1981,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2079,8,2080,0.03,US,sha256:b3e87eede204ffa8728ea0dfef7aff12d28e9d2b2bcfe0da01d54ac6977fe5ae,LIN,0,2079,8,2080,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2161,9,2166,0.03,US,sha256:872776b55ea176c0bb46aefa0ce72a84c8d2b2f586c7825abe1f70cae824059f,LIN,0,2161,9,2166,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2335,10,2339,0.03,US,sha256:ca4948d32c0e866349ccf543871cebe6d98fd8c73158cf156493ee005df22a78,LIN,0,2335,10,2339,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2369,11,2373,0.03,US,sha256:2004706d6c37e83ed3174e9a1362f7c08ce1424638a1dd536ecf74cfcd1fba96,LIN,0,2369,11,2373,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:1ce892228c084c78f1e8ec0a17f828bfb0c4b6dc4231295e30091aa62f3f27e6,LIN,,464,2,471,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,44,1,76,0.04,US,sha256:1267a13616a6405cfca020bfe718b3d28eb36f85ff6fae54c438be1f9b652b7c,LIN,0,44,1,76,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,464,2,471,0.04,US,sha256:1ce892228c084c78f1e8ec0a17f828bfb0c4b6dc4231295e30091aa62f3f27e6,LIN,0,464,2,471,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1054,3,1054,0.04,US,sha256:00d3682d9c4a47ee1cf4244a1aadc27a85d77a0c90e2f921832c96259f411612,LIN,0,1054,4,1054,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1134,4,1151,0.04,US,sha256:b3b536d363a35ead92915150fb11ac2ff4bf305aee4225de29bc2161dd16f7d3,LIN,0,1134,5,1151,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1348,5,1349,0.04,US,sha256:8d996925e8ae12d27f8f937e14a24530b5555d5dd8bbeeb7fec0078d483fa6b1,LIN,0,1348,6,1349,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1511,6,1512,0.04,US,sha256:e812413a90df6ccdc802de8169544b384d4dea0567f5e9725ef4e03682b5bad1,LIN,0,1511,8,1512,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1980,7,1981,0.04,US,sha256:9cfe52fd2958f66985832380d44b20801e41d5f6623b64ef0e45ab8404f4b906,LIN,0,1980,9,1981,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2079,8,2080,0.04,US,sha256:b3e87eede204ffa8728ea0dfef7aff12d28e9d2b2bcfe0da01d54ac6977fe5ae,LIN,0,2079,10,2080,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2161,9,2166,0.04,US,sha256:872776b55ea176c0bb46aefa0ce72a84c8d2b2f586c7825abe1f70cae824059f,LIN,0,2161,11,2166,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2335,10,2339,0.04,US,sha256:ca4948d32c0e866349ccf543871cebe6d98fd8c73158cf156493ee005df22a78,LIN,0,2335,12,2339,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,2369,11,2373,0.04,US,sha256:2004706d6c37e83ed3174e9a1362f7c08ce1424638a1dd536ecf74cfcd1fba96,LIN,0,2369,13,2373,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:2e1b9fc365a282992f470c3578f85e68d56dc7f904a2031d61c26344f73e8299,LIN,,901,3,901,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:5ba75bdade78000e37ad70c2507095c9aa2941f69a1f87d6d082925b6ba2ab70,LIN,,1379,7,1380,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:76db186d71acabb28590a7ea06f8998d7a5ce0ae7327228e24c328dd2780bca3,LIN,,2408,14,2409,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,265,1,265,0.03,US,sha256:f5fce25657a48f0ac618c1c714c9dddeaa7fad7fe9a6dc4e4b9011a88cedb47a,LRCX,0,265,1,265,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,480,2,482,0.03,US,sha256:1715929f3cb6a829e034b1dd15e329ed46660f75503b4e197f512d595b5be926,LRCX,0,480,2,482,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,715,3,715,0.03,US,sha256:c9e3fbbd92d22fe951ac98fc8a72fb01eb51b1473bc317347cb48c8cd3d70158,LRCX,0,715,3,715,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,1177,4,1196,0.03,US,sha256:94c302519ef433b3fd7b060ffcc7ba1eed574faf45c05811084b6eaecb59b05a,LRCX,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1273,5,1274,0.03,US,sha256:1efb14b7697c33c068b486270e42642bf0f6e85f9c70dab53fdaeeafbf2dfcd1,LRCX,0,1273,5,1274,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1359,6,1359,0.03,US,sha256:3d168d4dc096dc667f9375db30ed733f5c6e52be8ea7523c6ab0b62f4fafca81,LRCX,0,1359,6,1359,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1639,7,1643,0.03,US,sha256:143f2d80f30a1c7b9038132a1c6d4890a3d58f91107d4466c6a5e0f13fcdda9c,LRCX,0,1639,7,1643,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:631505b556f0abfcd65711680aea1748dd5a6af7b974feeaadd4bcdecabbf882,LRCX,,1171,4,1193,0.04
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,265,1,265,0.04,US,sha256:f5fce25657a48f0ac618c1c714c9dddeaa7fad7fe9a6dc4e4b9011a88cedb47a,LRCX,0,265,1,265,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,480,2,482,0.04,US,sha256:1715929f3cb6a829e034b1dd15e329ed46660f75503b4e197f512d595b5be926,LRCX,0,480,2,482,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,715,3,715,0.04,US,sha256:c9e3fbbd92d22fe951ac98fc8a72fb01eb51b1473bc317347cb48c8cd3d70158,LRCX,0,715,3,715,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1171,4,1193,0.04,US,sha256:631505b556f0abfcd65711680aea1748dd5a6af7b974feeaadd4bcdecabbf882,LRCX,0,1171,5,1193,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1273,5,1274,0.04,US,sha256:1efb14b7697c33c068b486270e42642bf0f6e85f9c70dab53fdaeeafbf2dfcd1,LRCX,0,1273,6,1274,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1359,6,1359,0.04,US,sha256:3d168d4dc096dc667f9375db30ed733f5c6e52be8ea7523c6ab0b62f4fafca81,LRCX,0,1359,7,1359,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1639,7,1643,0.04,US,sha256:143f2d80f30a1c7b9038132a1c6d4890a3d58f91107d4466c6a5e0f13fcdda9c,LRCX,0,1639,8,1643,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:6e0c0f893342af81bfce262fd038e344f2888a01cec69580c9b72746edda2b4f,LRCX,,761,4,762,0.05
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,984,1,985,0.03,US,sha256:752dfd99a11e35ba0bd46938d9d7166778d155213cf73e4de606ebeae16045e6,META,0,984,2,985,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1005,2,1012,0.03,US,sha256:d37b270008898db157cd7c193f91db4cd0cff404eb1b7202687fe04399835da4,META,0,1005,3,1012,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,1184,3,1188,0.03,US,sha256:a841c526c19c5f1ef2ffc77257b0cd4fe2427cd06f66d9bad544359135293608,META,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1831,4,1839,0.03,US,sha256:23cda0525861f7c1c6ce784584fdf28ae9c4740b79760800d1c1ecd3d225bd1c,META,0,1831,5,1839,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1926,5,1940,0.03,US,sha256:7106bbb6e635bc6577fdec72f94e2517addc5dfcdc404a9eb39eddc486b52f0f,META,0,1926,6,1940,0.04
0.03,0.04,,,,ADDED_LIFECYCLE,,,,,US,sha256:f908125c849d827f35f3c655ebd1c9181631865b9cc5ad8bbecd3e99d4d2fa23,META,,261,1,264,0.04
0.03,0.04,,,,CASCADE_DESCENDANT,,,,,US,sha256:c4c4e250422ce45f5485e6edc63363eae4d87156d1922cdfea00a87f599641e7,META,,1174,4,1174,0.04
0.04,0.05,,,,CASCADE_DESCENDANT,261,1,264,0.04,US,sha256:f908125c849d827f35f3c655ebd1c9181631865b9cc5ad8bbecd3e99d4d2fa23,META,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,984,2,985,0.04,US,sha256:752dfd99a11e35ba0bd46938d9d7166778d155213cf73e4de606ebeae16045e6,META,0,984,5,985,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1005,3,1012,0.04,US,sha256:d37b270008898db157cd7c193f91db4cd0cff404eb1b7202687fe04399835da4,META,0,1005,6,1012,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,1174,4,1174,0.04,US,sha256:c4c4e250422ce45f5485e6edc63363eae4d87156d1922cdfea00a87f599641e7,META,,,,,
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1831,5,1839,0.04,US,sha256:23cda0525861f7c1c6ce784584fdf28ae9c4740b79760800d1c1ecd3d225bd1c,META,0,1831,9,1839,0.05
0.04,0.05,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,1926,6,1940,0.04,US,sha256:7106bbb6e635bc6577fdec72f94e2517addc5dfcdc404a9eb39eddc486b52f0f,META,0,1926,10,1940,0.05
0.04,0.05,,,,ADDED_LIFECYCLE,,,,,US,sha256:daa55856984f4c39e471c12a963651aa3a028d86eed4296c8ecafaab666f3365,META,,241,1,252,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:28ee6bf72410551cc3745e137a557c4c76367a29ef8f060ff73b47e56406cecd,META,,293,2,306,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:71e6f263456a5cb47421a1cac23422870bae9c745728f4e2125e508630fa6734,META,,433,3,434,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:2e55be2b9b8e3916184e289cdf87a7198d44d7d53b56e561a99c08da2b82e4e9,META,,717,4,720,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:c2eb09925d721a6209f74773eb4bf1e85b3241ba2c3bbe6c00481e916911327b,META,,1053,7,1059,0.05
0.04,0.05,,,,CASCADE_DESCENDANT,,,,,US,sha256:f6115316a4c001d89621993d6c73d1e18fe2b878048c351cf818bb67b2dd854b,META,,1170,8,1172,0.05
0.03,0.04,,,,CASCADE_DESCENDANT,60,1,60,0.03,US,sha256:81e6fbe9b262f2fdf428541ad18531bbf14ee09871bec7d8f47140a64197c696,MPWR,,,,,
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,133,2,137,0.03,US,sha256:dfad29908f5d2daf9de6daf4babee5a3cc5dcf38b946bec12da12d88a927d7b6,MPWR,0,133,3,137,0.04
0.03,0.04,0.0,0,0.0,SAME_ROOT_SAME_TERMINAL,410,3,411,0.03,US,sha256:5fe5e8274252698e4ee37e9a77dd96fdd69ea197738170d578f6cce3fdbdea8f,MPWR,0,410,4,411,0.04
